latitude,longitude,Codering,Naam,Indicator,elektriciteitsverbruik_huishoudens,gasverbruik_huishoudens,energielabel_woningen,zonnestroom,laadpalen,emissie_CO2,regio,POSTCODE,Cluster,Lon,Lat
51.6077409799,5.14506146653,WK085567,Udenhout,Wijk,2450,1090,1.74243520192887,0.35295893719806765,1.7957351290684624,2366.4284301606922,Udenhout,5071,1,5.14327529019087,51.5926838584799
51.57686669,5.13887286,WK085566,Berkel-Enschot,Wijk,2490,1130,1.7002157031924101,0.2371042727473987,1.2997562956945572,4661.6063886424135,Berkel-Enschot,5056,1,5.14327529019087,51.5926838584799
51.5878583,5.1465219,BU08556601,Bedrijventerrein Schepersven,Buurt,"","","","",0,"",Bedrijventerrein Schepersven,5056,1,5.14327529019087,51.5926838584799
51.5878583,5.1465219,BU08556603,Buitengebied B-E Noord-West,Buurt,"","",2.2078571428571401,0.625,0,"",Buitengebied B-E Noord-West,5056,1,5.14327529019087,51.5926838584799
51.5878583,5.1465219,BU08556604,Buitengebied B-E Noord-Oost,Buurt,"",2380,2.0220588235294099,"",0,"",Buitengebied B-E Noord-Oost,5056,1,5.14327529019087,51.5926838584799
51.5878583,5.1465219,BU08556605,Bedrijventerrein Rhijnkant,Buurt,"","",2.15405405405405,"",0,"",Bedrijventerrein Rhijnkant,5056,1,5.14327529019087,51.5926838584799
51.5878583,5.1465219,BU08556606,Berkel Noord,Buurt,2390,930,1.5086740331491699,0.21804511278195488,0,"",Berkel Noord,5056,1,5.14327529019087,51.5926838584799
51.5878583,5.1465219,BU08556607,Berkelse Akkers,Buurt,2410,940,1.3401234567901199,0.13636363636363635,0,"",Berkelse Akkers,5056,1,5.14327529019087,51.5926838584799
51.5878583,5.1465219,BU08556608,Ruiven,Buurt,2400,1310,1.7200671140939601,0.26051560379918587,0,"",Ruiven,5056,1,5.14327529019087,51.5926838584799
51.5878583,5.1465219,BU08556609,Eikenbosch,Buurt,2520,1610,1.9320232896652101,0.17079889807162535,0,"",Eikenbosch,5056,1,5.14327529019087,51.5926838584799
51.5878583,5.1465219,BU08556610,Koningsoord,Buurt,"","",1.2175213675213701,"",0,"",Koningsoord,5056,1,5.14327529019087,51.5926838584799
51.5878583,5.1465219,BU08556611,Rauwbraken,Buurt,2600,1110,1.8877005347593601,0.27041742286751363,2.7397260273972601,"",Rauwbraken,5056,1,5.14327529019087,51.5926838584799
51.5878583,5.1465219,BU08556612,Enschot Oost,Buurt,2380,1500,1.8490585774058601,0.25624999999999998,3.0303030303030303,"",Enschot Oost,5056,1,5.14327529019087,51.5926838584799
51.5878583,5.1465219,BU08556613,Enschot Midden,Buurt,2440,1270,1.71266490765172,0.29295774647887324,3.7037037037037033,"",Enschot Midden,5056,1,5.14327529019087,51.5926838584799
51.5878583,5.1465219,BU08556614,Enschotse Akkers,Buurt,2490,920,0.99772727272727302,0.25362318840579712,0,"",Enschotse Akkers,5056,1,5.14327529019087,51.5926838584799
51.5878583,5.1465219,BU08556615,Bedrijventerrein Enschot,Buurt,"","",2.36,"",0,"",Bedrijventerrein Enschot,5056,1,5.14327529019087,51.5926838584799
51.5878583,5.1465219,BU08556617,Enschot Zuid,Buurt,"","",2.31222222222222,0.95,0,"",Enschot Zuid,5056,1,5.14327529019087,51.5926838584799
51.5878583,5.1465219,BU08556618,Buitengebied B-E Zuid-West,Buurt,"","",2.3222222222222202,"",0,"",Buitengebied B-E Zuid-West,5056,1,5.14327529019087,51.5926838584799
51.5878583,5.1465219,BU08556620,Buitengebied B-E Zuid,Buurt,"","",2.06153846153846,"",133.33333333333334,"",Buitengebied B-E Zuid,5056,1,5.14327529019087,51.5926838584799
51.6108261,5.1439299,BU08556701,Groenstraat,Buurt,"","",2.15660377358491,0.15853658536585366,17.391304347826086,"",Groenstraat,5071,1,5.14327529019087,51.5926838584799
51.6108261,5.1439299,BU08556702,Achthoeven,Buurt,2820,1110,1.89462989840348,0.33430232558139533,1.1111111111111112,"",Achthoeven,5071,1,5.14327529019087,51.5926838584799
51.6108261,5.1439299,BU08556703,Den Bogerd,Buurt,"","",1.08717948717949,"",0,"",Den Bogerd,5071,1,5.14327529019087,51.5926838584799
51.6108261,5.1439299,BU08556704,De Mortel,Buurt,2210,880,1.3273413897280999,0.40625,4.5977011494252871,"",De Mortel,5071,1,5.14327529019087,51.5926838584799
51.6108261,5.1439299,BU08556705,De Kuil,Buurt,2260,990,1.5079161028416801,0.26946847960444992,3.6363636363636367,"",De Kuil,5071,1,5.14327529019087,51.5926838584799
51.6108261,5.1439299,BU08556706,Zeshoeven,Buurt,2470,1160,1.86614906832298,0.34461805555555558,0,"",Zeshoeven,5071,1,5.14327529019087,51.5926838584799
51.6108261,5.1439299,BU08556707,Bedrijventerrein Kreitenmolen,Buurt,3240,1980,1.98806818181818,0.30864197530864196,0,"",Bedrijventerrein Kreitenmolen,5071,1,5.14327529019087,51.5926838584799
51.6108261,5.1439299,BU08556708,Buitengebied Udenhout Zuid-Oost,Buurt,"","",2.2578947368421098,1.9,0,"",Buitengebied Udenhout Zuid-Oost,5071,1,5.14327529019087,51.5926838584799
51.6108261,5.1439299,BU08556709,Buitengebied Udenhout Zuid-West,Buurt,"","",1.9089887640449399,0.51515151515151514,0,"",Buitengebied Udenhout Zuid-West,5071,1,5.14327529019087,51.5926838584799
51.6108261,5.1439299,BU08556710,Buitengebied Udenhout Noord,Buurt,"","",2.2123809523809501,0.92391304347826086,0,"",Buitengebied Udenhout Noord,5071,1,5.14327529019087,51.5926838584799
51.5693976254,5.06332465047,WK085538,Het Zand,Wijk,2060,880,1.94607396149949,6.6643940685188335E-2,2.2396416573348263,2417.6242671009772,Het Zand,5042,2,5.06349826967424,51.5858011995132
51.5893356925,5.07868519157,WK085542,Stokhasselt,Wijk,2310,220,1.6635345997286299,7.5773020727149171E-2,0.76190476190476186,1115.6287794729542,Stokhasselt,5049,2,5.06349826967424,51.5858011995132
51.58852215,5.054086327,WK085559,Bedrijventerrein Kraaiven,Wijk,"","",1.9,"",0.32336297493936944,318100.92499999999,Bedrijventerrein Kraaiven,5048,2,5.06349826967424,51.5858011995132
51.5720295,5.0572171,BU08553801,Tweestedenziekenhuis,Buurt,"",500,2.4300000000000002,"",44.444444444444443,"",Tweestedenziekenhuis,5042,2,5.06349826967424,51.5858011995132
51.5720295,5.0572171,BU08553802,Het Zand Noord-West,Buurt,1720,240,1.94506472491909,4.930662557781202E-2,4.2105263157894735,"",Het Zand Noord-West,5042,2,5.06349826967424,51.5858011995132
51.5720295,5.0572171,BU08553803,Het Zand Noord-Oost,Buurt,2180,930,2.1547154471544698,4.3749999999999997E-2,0,"",Het Zand Noord-Oost,5042,2,5.06349826967424,51.5858011995132
51.5720295,5.0572171,BU08553804,Jagersbuurt West,Buurt,1870,970,1.91625964010283,0.17113665389527458,0,"",Jagersbuurt West,5042,2,5.06349826967424,51.5858011995132
51.5720295,5.0572171,BU08553805,Jagersbuurt Oost,Buurt,2140,1070,1.98873801916933,5.6910569105691054E-2,0,"",Jagersbuurt Oost,5042,2,5.06349826967424,51.5858011995132
51.5720295,5.0572171,BU08553806,Luchthavenbuurt West,Buurt,1890,750,1.7122410546139399,6.3520871143375679E-2,0,"",Luchthavenbuurt West,5042,2,5.06349826967424,51.5858011995132
51.5720295,5.0572171,BU08553807,Luchthavenbuurt Oost,Buurt,2750,790,2.0643157894736799,5.2854122621564484E-2,0,"",Luchthavenbuurt Oost,5042,2,5.06349826967424,51.5858011995132
51.5720295,5.0572171,BU08553808,Westermarkt,Buurt,2610,1240,1.9508321775312101,2.1069692058346839E-2,0,"",Westermarkt,5042,2,5.06349826967424,51.5858011995132
51.5720295,5.0572171,BU08553809,Tiendschuur,Buurt,1890,750,1.8873349339735901,"",0,"",Tiendschuur,5042,2,5.06349826967424,51.5858011995132
51.5720295,5.0572171,BU08553810,Vijverlaan,Buurt,"","",2.27977528089888,0.4777777777777778,0,"",Vijverlaan,5042,2,5.06349826967424,51.5858011995132
51.5720295,5.0572171,BU08553811,Station Universiteit,Buurt,2220,1380,2.2218446601941699,7.3298429319371722E-2,0,"",Station Universiteit,5042,2,5.06349826967424,51.5858011995132
51.5720295,5.0572171,BU08553812,Bokhamer West,Buurt,1920,1200,2.0835051546391798,"",33.333333333333336,"",Bokhamer West,5042,2,5.06349826967424,51.5858011995132
51.5720295,5.0572171,BU08553813,Bokhamer,Buurt,1990,1140,1.95714285714286,0.125,0,"",Bokhamer,5042,2,5.06349826967424,51.5858011995132
51.5720295,5.0572171,BU08553814,Rooi Pannen,Buurt,2340,790,1.2732323232323199,"",21.05263157894737,"",Rooi Pannen,5042,2,5.06349826967424,51.5858011995132
51.6012352,5.0527851,BU08555902,Buitengebied Kraaiven Oost,Buurt,"","",1.7,"",0,"",Buitengebied Kraaiven Oost,5048,2,5.06349826967424,51.5858011995132
51.6012352,5.0527851,BU08555904,Bedrijventerrein Kraaiven,Buurt,"","",1.9733333333333301,"",0.16198704103671707,"",Bedrijventerrein Kraaiven,5048,2,5.06349826967424,51.5858011995132
51.6012352,5.0527851,BU08556003,Bedrijventerrein Vossenberg Scheg,Buurt,"","",1.3,"",28.571428571428569,"",Bedrijventerrein Vossenberg Scheg,5048,2,5.06349826967424,51.5858011995132
51.5924095,5.073913,BU08554201,Stokhasselt Noord-West,Buurt,1890,80,1.7278723404255301,4.2194092827004218E-2,0,"",Stokhasselt Noord-West,5049,2,5.06349826967424,51.5858011995132
51.5924095,5.073913,BU08554202,Stokhasselt Noord-Oost,Buurt,2440,270,1.6285472972973001,3.3936651583710405E-2,0,"",Stokhasselt Noord-Oost,5049,2,5.06349826967424,51.5858011995132
51.5924095,5.073913,BU08554203,Stokhasselt West,Buurt,1990,80,1.6320754716981101,7.0422535211267609E-2,0,"",Stokhasselt West,5049,2,5.06349826967424,51.5858011995132
51.5924095,5.073913,BU08554204,Stokhasselt Oost,Buurt,2220,280,1.74153515064562,"",0,"",Stokhasselt Oost,5049,2,5.06349826967424,51.5858011995132
51.5924095,5.073913,BU08554205,Stokhasselt Zuid-West,Buurt,1890,40,1.46117647058824,"",0,"",Stokhasselt Zuid-West,5049,2,5.06349826967424,51.5858011995132
51.5924095,5.073913,BU08554206,Stokhasselt Zuid-Oost,Buurt,2970,310,1.6566815144766101,5.8165548098434001E-2,4.166666666666667,"",Stokhasselt Zuid-Oost,5049,2,5.06349826967424,51.5858011995132
51.5924095,5.073913,BU08554207,Stokhasselt Zuid,Buurt,"","",1.81823899371069,0.39622641509433965,0,"",Stokhasselt Zuid,5049,2,5.06349826967424,51.5858011995132
51.5854530136,5.09437017432,WK085543,Heikant,Wijk,2200,330,1.6939513849632599,0.12777777777777777,3.0270270270270272,1051.4265423879272,Heikant,5011,3,5.09908170414621,51.5898545736775
51.5779071923,5.09775808166,WK085544,Quirijnstok,Wijk,2350,970,1.574391455539,0.25711159737417943,3.9702233250620345,1950.3852398523986,Quirijnstok,5012,3,5.09908170414621,51.5898545736775
51.59924198,5.100406187,WK085564,Buitengebied Tilburg Noord-Oost,Wijk,4490,1920,2.0201149425287399,0.2857142857142857,12.121212121212121,71529.440000000002,Buitengebied Tilburg Noord-Oost,5012,3,5.09908170414621,51.5898545736775
51.5968067,5.0942092,BU08554301,Heikant Noord-West,Buurt,2390,250,1.4639682539682499,6.6666666666666666E-2,3.5714285714285712,"",Heikant Noord-West,5011,3,5.09908170414621,51.5898545736775
51.5968067,5.0942092,BU08554302,Heikant Noord-Oost,Buurt,2160,160,1.66187214611872,"",0,"",Heikant Noord-Oost,5011,3,5.09908170414621,51.5898545736775
51.5968067,5.0942092,BU08554303,Heikant West,Buurt,2360,420,1.6383360522022801,0.16485225505443235,0,"",Heikant West,5011,3,5.09908170414621,51.5898545736775
51.5968067,5.0942092,BU08554304,Heikant Oost,Buurt,3100,2080,1.80694183864916,0.26419213973799127,6.1068702290076331,"",Heikant Oost,5011,3,5.09908170414621,51.5898545736775
51.5968067,5.0942092,BU08554305,Heikant Zuid-West,Buurt,2060,130,1.76992805755396,7.6589595375722547E-2,0,"",Heikant Zuid-West,5011,3,5.09908170414621,51.5898545736775
51.5968067,5.0942092,BU08554306,Heikant Zuid-Oost,Buurt,2110,390,1.59512067156348,0.18927789934354486,0,"",Heikant Zuid-Oost,5011,3,5.09908170414621,51.5898545736775
51.5968067,5.0942092,BU08554307,Lijnse Hoek West,Buurt,2300,160,1.76213483146067,0.13258426966292136,4.5454545454545459,"",Lijnse Hoek West,5011,3,5.09908170414621,51.5898545736775
51.5968067,5.0942092,BU08554308,Lijnse Hoek Oost,Buurt,1980,1060,1.8984684684684701,"",8,"",Lijnse Hoek Oost,5011,3,5.09908170414621,51.5898545736775
51.5968067,5.0942092,BU08556401,Buitengebied Noord-Oost,Buurt,"","",1.84,"",0,"",Buitengebied Noord-Oost,5011,3,5.09908170414621,51.5898545736775
51.5968067,5.0942092,BU08556402,Rugdijk-Hazennest,Buurt,"","",2.1855555555555601,"",20,"",Rugdijk-Hazennest,5011,3,5.09908170414621,51.5898545736775
51.5910118,5.1061454,BU08554401,Quirijnstok Noord-West,Buurt,2650,1380,1.74874686716792,0.11528822055137844,0,"",Quirijnstok Noord-West,5012,3,5.09908170414621,51.5898545736775
51.5910118,5.1061454,BU08554402,Quirijnstok Noord-Oost,Buurt,2570,1100,1.43523391812866,8.797653958944282E-2,0,"",Quirijnstok Noord-Oost,5012,3,5.09908170414621,51.5898545736775
51.5910118,5.1061454,BU08554403,Quirijnstok West,Buurt,2050,890,1.66926677067083,0.32710280373831774,2.877697841726619,"",Quirijnstok West,5012,3,5.09908170414621,51.5898545736775
51.5910118,5.1061454,BU08554404,Quirijnstok Zuid-West,Buurt,2040,900,1.08165938864629,1.7272727272727273,52.173913043478258,"",Quirijnstok Zuid-West,5012,3,5.09908170414621,51.5898545736775
51.5910118,5.1061454,BU08554405,Quirijnstok Zuid-Oost,Buurt,"","",1.6968137254902,0.52450980392156865,0,"",Quirijnstok Zuid-Oost,5012,3,5.09908170414621,51.5898545736775
51.5910118,5.1061454,BU08554406,Quirijnstokpark,Buurt,2070,520,1.6,"",0,"",Quirijnstokpark,5012,3,5.09908170414621,51.5898545736775
51.5910118,5.1061454,BU08556403,Oostkamer West,Buurt,"","",1.8571428571428601,"",0,"",Oostkamer West,5012,3,5.09908170414621,51.5898545736775
51.5776444063,4.99514797102,WK085549,Campenhoef,Wijk,2340,"",1.27695067264574,0.28892889288928891,5.0724637681159424,534.46913696060039,Campenhoef,5045,4,4.99054563504029,51.5855507690245
51.5785223527,5.00537105058,WK085550,Heyhoef,Wijk,2020,"",1.1175999999999999,"",40,488.74535845588235,Heyhoef,5043,4,4.99054563504029,51.5855507690245
51.5866100829,4.9967321176,WK085553,Tuindorp De Kievit,Wijk,2930,"",1.2750235849056599,0.25134737873591378,3.5714285714285716,361.36960740072203,Tuindorp De Kievit,5045,4,4.99054563504029,51.5855507690245
51.5911838943,4.9846088571,WK085554,Leeuwerik,Wijk,3260,"",1.2627118644067801,0.30970149253731344,2.0833333333333335,598.45804365400159,Leeuwerik,5045,4,4.99054563504029,51.5855507690245
51.5893095151,4.97622647601,WK085555,Dalem Noord,Wijk,2930,"",1.25348537005164,0.20017256255392579,2.6315789473684212,376.10031695721079,Dalem Noord,5035,4,4.99054563504029,51.5855507690245
51.5763845644,4.98385312361,WK085556,Dalem Zuid,Wijk,2830,"",1.10532440056417,0.19201121233356691,2.1563342318059298,553.57516046213095,Dalem Zuid,5035,4,4.99054563504029,51.5855507690245
51.5727513331,4.98274880975,WK085557,Koolhoven,Wijk,2570,"",1.02109471094711,0.24124256444150693,4.8309178743961354,871.19546448087431,Koolhoven,5036,4,4.99054563504029,51.5855507690245
51.5820944,5.001093823,WK085551,Heerevelden,Wijk,2990,"",1.47226519337017,0.2753303964757709,1.6064257028112447,487.32291666666669,Heerevelden,5045,4,4.99054563504029,51.5855507690245
51.57919246,4.990418289,WK085552,Dongewijk,Wijk,2370,"",1.2595330739299599,0.21694480102695765,2.030456852791878,592.86347087378635,Dongewijk,5045,4,4.99054563504029,51.5855507690245
51.5860739,4.9754308,BU08555501,Dalem Noord I,Buurt,3160,"",1.2324866310160401,0.17699115044247787,4.2105263157894735,"",Dalem Noord I,5035,4,4.99054563504029,51.5855507690245
51.5860739,4.9754308,BU08555502,Dalem Noord II,Buurt,2590,"",1.2634517766497499,0.2097560975609756,1.9138755980861246,"",Dalem Noord II,5035,4,4.99054563504029,51.5855507690245
51.5860739,4.9754308,BU08555601,Dalem Zuid I,Buurt,2860,"",1.1070116861435699,0.16123778501628663,2.5,"",Dalem Zuid I,5035,4,4.99054563504029,51.5855507690245
51.5860739,4.9754308,BU08555602,Dalem Zuid II,Buurt,2800,"",1.1040903540903499,0.21648216482164823,1.8957345971563981,"",Dalem Zuid II,5035,4,4.99054563504029,51.5855507690245
51.5852542,4.9947348,BU08554701,Moerse Dreef,Buurt,"","","","",0,"",Moerse Dreef,5045,4,4.99054563504029,51.5855507690245
51.5852542,4.9947348,BU08554901,Campenhoef West,Buurt,2200,"",1.0436090225563901,"",4.0816326530612246,"",Campenhoef West,5045,4,4.99054563504029,51.5855507690245
51.5852542,4.9947348,BU08554902,Campenhoef Midden,Buurt,2860,"",1.3916518650088801,0.37456445993031356,5.1948051948051948,"",Campenhoef Midden,5045,4,4.99054563504029,51.5855507690245
51.5852542,4.9947348,BU08554903,Campenhoef Oost,Buurt,2180,"",1.2681818181818201,"",5.4794520547945202,"",Campenhoef Oost,5045,4,4.99054563504029,51.5855507690245
51.5852542,4.9947348,BU08555101,Heerevelden West,Buurt,3020,"",1.41328451882845,0.23700623700623702,3.3613445378151261,"",Heerevelden West,5045,4,4.99054563504029,51.5855507690245
51.5852542,4.9947348,BU08555102,Heerevelden Oost,Buurt,2630,"",1.53829039812646,0.31615925058548011,0,"",Heerevelden Oost,5045,4,4.99054563504029,51.5855507690245
51.5852542,4.9947348,BU08555201,Dongewijk Noord,Buurt,2990,"",1.2740540540540499,0.23843416370106763,0,"",Dongewijk Noord,5045,4,4.99054563504029,51.5855507690245
51.5852542,4.9947348,BU08555202,Dongewijk Zuid,Buurt,1930,"",1.2222222222222201,0.16129032258064516,8.8888888888888893,"",Dongewijk Zuid,5045,4,4.99054563504029,51.5855507690245
51.5852542,4.9947348,BU08555301,De Kievit Noord-West,Buurt,3100,"",1.2490924092409199,0.18909090909090909,4.4692737430167595,"",De Kievit Noord-West,5045,4,4.99054563504029,51.5855507690245
